Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"45.5898, -122.5951",06/17/2020 06:00:00,52.1,52.1,52.1,,,0,0,0,0,0,,9.9,57.6,88.42,Partially cloudy
"45.5898, -122.5951",06/17/2020 07:00:00,54,54,54,,,0,0,0,0,0,,9.9,54.5,89.87,Partially cloudy
"45.5898, -122.5951",06/17/2020 08:00:00,55.1,55.1,55.1,,,0,0,0,0,0,,9.9,55.6,82.37,Partially cloudy
"45.5898, -122.5951",06/17/2020 09:00:00,56,56,56,,,0,0,0,0,0,,9.9,53.6,76.58,Partially cloudy
"45.5898, -122.5951",06/17/2020 10:00:00,57.9,57.9,57.9,,,0,0,0,0.2,0,,9.9,67.5,74.65,Partially cloudy
"45.5898, -122.5951",06/17/2020 11:00:00,62.9,62.9,62.9,,,0,0,0,4.7,345,,9.9,89.5,59.91,Overcast
"45.5898, -122.5951",06/17/2020 12:00:00,65.9,65.9,65.9,,,0,0,0,4.7,293,,9.9,87.4,53.97,Overcast
"45.5898, -122.5951",06/17/2020 13:00:00,65.9,65.9,65.9,,,0,0,0,6.9,269,,9.9,50,52.28,Partially cloudy
"45.5898, -122.5951",06/17/2020 14:00:00,68,68,68,,,0,0,0,4.8,305,,9.9,49.1,50.34,Partially cloudy
"45.5898, -122.5951",06/17/2020 15:00:00,71.1,71.1,71.1,,,0,0,0,9.1,272,,9.9,49.4,42.43,Partially cloudy
"45.5898, -122.5951",06/17/2020 16:00:00,71.1,71.1,71.1,,,0,0,0,7,349,,9.9,50.3,45.11,Partially cloudy
"45.5898, -122.5951",06/17/2020 17:00:00,73.2,73.2,73.2,,,0,0,0,12.7,301,,9.9,88.9,40.9,Overcast
"45.5898, -122.5951",06/17/2020 18:00:00,73.1,73.1,73.1,,,0,0,0,12.6,301,,9.9,87.4,42.21,Overcast
"45.5898, -122.5951",06/17/2020 19:00:00,72,72,72,,,0,0,0,8,320,16.1,9.9,66.2,45.65,Partially cloudy
"45.5898, -122.5951",06/17/2020 20:00:00,70.1,70.1,70.1,,,0,0,0,7.9,340,,9.9,53.6,48.77,Partially cloudy
"45.5898, -122.5951",06/17/2020 21:00:00,68,68,68,,,0,0,0,8,350,,9.9,52.9,54.67,Partially cloudy
"45.5898, -122.5951",06/17/2020 22:00:00,64.1,64.1,64.1,,,0,0,0,4.8,340,,9.9,47.7,62.46,Partially cloudy
"45.5898, -122.5951",06/17/2020 23:00:00,61.1,61.1,61.1,,,0,0,0,7.9,310,17.2,9.9,0,66.67,Clear
"45.5898, -122.5951",06/18/2020 00:00:00,59,59,59,,,0,0,0,9,320,,9.9,0,71.65,Clear
"45.5898, -122.5951",06/18/2020 01:00:00,57.9,57.9,57.9,,,0,0,0,5.9,320,,9.9,0,71.7,Clear
"45.5898, -122.5951",06/18/2020 02:00:00,56.9,56.9,56.9,,,0,0,0,0.1,357,,9.9,0,74.18,Clear
"45.5898, -122.5951",06/18/2020 03:00:00,55.2,55.2,55.2,,,0,0,0,8.9,320,,9.9,0,79.08,Clear
"45.5898, -122.5951",06/18/2020 04:00:00,55.1,55.1,55.1,,,0,0,0,0,0,,9.9,26.1,79.11,Partially cloudy
"45.5898, -122.5951",06/18/2020 05:00:00,53.9,53.9,53.9,,,0,0,0,4.5,331,,9.9,26.1,79.91,Partially cloudy
"45.5898, -122.5951",06/18/2020 06:00:00,53.9,53.9,53.9,,,0,0,0,4.5,350,,9.9,85.4,82.63,Overcast
"45.5898, -122.5951",06/18/2020 07:00:00,54,54,54,,,0,0,0,3.4,330,,9.9,89,82.47,Overcast
"45.5898, -122.5951",06/18/2020 08:00:00,56.1,56.1,56.1,,,0,0,0,0.2,2,,9.9,89.5,79.79,Overcast
"45.5898, -122.5951",06/18/2020 09:00:00,59,59,59,,,0,0,0,3.4,49,,9.9,89.5,77.28,Overcast
"45.5898, -122.5951",06/18/2020 10:00:00,61.1,61.1,61.1,,,0,0,0,1.8,139,,9.9,69.5,71.97,Partially cloudy
"45.5898, -122.5951",06/18/2020 11:00:00,64.2,64.2,64.2,,,0,0,0,4.8,286,,9.9,27.2,64.71,Partially cloudy
"45.5898, -122.5951",06/18/2020 12:00:00,66.8,66.8,66.8,,,0,0,0,0.3,349,,9.9,47.7,61.23,Partially cloudy
"45.5898, -122.5951",06/18/2020 13:00:00,71,71,71,,,0,0,0,4.8,200,,9.9,52.9,51.15,Partially cloudy
"45.5898, -122.5951",06/18/2020 14:00:00,74.1,74.1,74.1,,,0,0,0,5.8,271,,9.9,52.9,44.53,Partially cloudy
"45.5898, -122.5951",06/18/2020 15:00:00,78.2,78.2,78.2,,,0,0,0,9,300,,9.9,52.9,31,Partially cloudy
"45.5898, -122.5951",06/18/2020 16:00:00,79.1,79.1,79.1,,,0,0,0,5.9,320,,9.9,52.9,32.55,Partially cloudy
"45.5898, -122.5951",06/18/2020 17:00:00,79.1,79.1,79.1,,,0,0,0,7.1,320,,9.9,52.9,37.77,Partially cloudy
"45.5898, -122.5951",06/18/2020 18:00:00,80.1,80.1,80.1,,79.4,0,0,0,11.3,319,17.2,9.9,52.9,32.52,Partially cloudy
"45.5898, -122.5951",06/18/2020 19:00:00,78.3,78.3,78.3,,,0,0,0,8.1,329,,9.9,35,40.1,Partially cloudy
"45.5898, -122.5951",06/18/2020 20:00:00,78.2,78.2,78.2,,,0,0,0,11.3,320,18.3,9.9,47.7,35.6,Partially cloudy
"45.5898, -122.5951",06/18/2020 21:00:00,74.9,74.9,74.9,,,0,0,0,7.9,300,,9.9,84.8,37.16,Overcast
"45.5898, -122.5951",06/18/2020 22:00:00,71.1,71.1,71.1,,,0,0,0,5.7,291,,9.9,47.7,43.82,Partially cloudy
"45.5898, -122.5951",06/18/2020 23:00:00,68.1,68.1,68.1,,,0,0,0,6.9,301,,9.9,26.1,58.7,Partially cloudy
"45.5898, -122.5951",06/19/2020 00:00:00,66,66,66,,,0,0,0,0.1,356,,9.9,26.1,67.74,Partially cloudy
"45.5898, -122.5951",06/19/2020 01:00:00,64.1,64.1,64.1,,,0,0,0,0,0,,9.9,26.1,69.29,Partially cloudy
"45.5898, -122.5951",06/19/2020 02:00:00,63,63,63,,,0,0,0,3.2,341,,9.9,0,75.07,Clear
"45.5898, -122.5951",06/19/2020 03:00:00,62.1,62.1,62.1,,,0,0,0,0,1,,9.9,0,72,Clear
"45.5898, -122.5951",06/19/2020 04:00:00,60,60,60,,,0,0,0,0,1,,9.9,26.1,79.77,Partially cloudy
"45.5898, -122.5951",06/19/2020 05:00:00,57.8,57.8,57.8,,,0,0,0,4.5,98,,9.9,26.1,86.37,Partially cloudy
"45.5898, -122.5951",06/19/2020 06:00:00,56.9,56.9,56.9,,,0,0,0,0,0,,9.9,26.1,86.55,Partially cloudy
"45.5898, -122.5951",06/19/2020 07:00:00,61,61,61,,,0,0,0,0,1,,9.9,26.1,77.25,Partially cloudy
"45.5898, -122.5951",06/19/2020 08:00:00,61.1,61.1,61.1,,,0,0,0,0,0,,9.9,52.9,74.71,Partially cloudy
"45.5898, -122.5951",06/19/2020 09:00:00,64.1,64.1,64.1,,,0,0,0,0.3,350,,9.9,84.8,69.56,Overcast
"45.5898, -122.5951",06/19/2020 10:00:00,66.8,66.8,66.8,,,0,0,0,3.4,230,,9.9,47.7,66.01,Partially cloudy
"45.5898, -122.5951",06/19/2020 11:00:00,71,71,71,,,0,0,0,4.6,310,,9.9,84.8,54.79,Overcast
"45.5898, -122.5951",06/19/2020 12:00:00,74.1,74.1,74.1,,,0,0,0,6.7,310,,9.9,84.8,49.29,Overcast
"45.5898, -122.5951",06/19/2020 13:00:00,78.2,78.2,78.2,,,0,0,0,5.8,320,,9.9,84.8,41.76,Overcast
"45.5898, -122.5951",06/19/2020 14:00:00,82.9,82.9,82.9,,81.5,0,0,0,5.8,246,,9.9,84.8,33.61,Overcast
"45.5898, -122.5951",06/19/2020 15:00:00,83.9,83.9,83.9,,81.6,0,0,0,4.8,348,,9.9,84.8,25.43,Overcast
"45.5898, -122.5951",06/19/2020 16:00:00,84.8,84.8,84.8,,82.1,0,0,0,5.8,328,,9.9,52.9,24.09,Partially cloudy
"45.5898, -122.5951",06/19/2020 17:00:00,85.9,85.9,85.9,,82.9,0,0,0,7,299,,9.9,52.9,22.49,Partially cloudy
"45.5898, -122.5951",06/19/2020 18:00:00,83.1,83.1,83.1,,81.5,0,0,0,4.7,330,,9.9,57.4,31.7,Partially cloudy
"45.5898, -122.5951",06/19/2020 19:00:00,84,84,84,,82.2,0,0,0,3.5,311,,9.9,89.2,32.14,Overcast
"45.5898, -122.5951",06/19/2020 20:00:00,78.2,78.2,78.2,,,0,0,0,6.9,340,,9.9,89.2,46.46,Overcast
"45.5898, -122.5951",06/19/2020 21:00:00,74.1,74.1,74.1,,,0,0,0,4.7,320,,9.9,95.3,51.51,Overcast
"45.5898, -122.5951",06/19/2020 22:00:00,73.2,73.2,73.2,,,0,0,0,0,0,,9.9,57.4,50.84,Partially cloudy
"45.5898, -122.5951",06/19/2020 23:00:00,71.1,71.1,71.1,,,0,0,0,5.7,300,,9.9,91.8,58.88,Overcast
"45.5898, -122.5951",06/20/2020 00:00:00,71.1,71.1,71.1,,,0,0,0,0.2,5,,9.9,70.4,56.97,Partially cloudy
"45.5898, -122.5951",06/20/2020 01:00:00,69.3,69.3,69.3,,,0,0,0,0,0,,9.9,57.4,62.48,Partially cloudy
"45.5898, -122.5951",06/20/2020 02:00:00,70,70,70,,,0,0,0,5.6,69,,9.9,95.3,58.98,Overcast
"45.5898, -122.5951",06/20/2020 03:00:00,67.9,67.9,67.9,,,0,0,0,0,0,,9.9,97.3,63.48,Overcast
"45.5898, -122.5951",06/20/2020 04:00:00,66.9,66.9,66.9,,,0,0,0,0,0,,9.9,74.2,63.14,Partially cloudy
"45.5898, -122.5951",06/20/2020 05:00:00,66.8,66.8,66.8,,,0,0,0,0,2,,9.9,61.8,63.46,Partially cloudy
"45.5898, -122.5951",06/20/2020 06:00:00,65.9,65.9,65.9,,,0,0,0,0,1,,9.9,61.6,70.21,Partially cloudy
"45.5898, -122.5951",06/20/2020 07:00:00,65.1,65.1,65.1,,,0,0,0,3.5,270,,9.9,61.7,69.87,Partially cloudy
"45.5898, -122.5951",06/20/2020 08:00:00,65.9,65.9,65.9,,,0,0,0,6.8,280,,9.9,62.1,63.05,Partially cloudy
"45.5898, -122.5951",06/20/2020 09:00:00,65,65,65,,,0,0,0,3.2,232,,9.9,61.1,70.14,Partially cloudy
"45.5898, -122.5951",06/20/2020 10:00:00,62.1,62.1,62.1,,,0.05,0,0,5.7,149,,6.7,61.6,80.49,"Rain, Partially cloudy"
"45.5898, -122.5951",06/20/2020 11:00:00,61.1,61.1,61.1,,,0.06,0,0,9.1,159,,6.7,92,86.21,"Rain, Overcast"
"45.5898, -122.5951",06/20/2020 12:00:00,61.1,61.1,61.1,,,0.05,0,0,5.8,139,,6.1,60.8,88.95,"Rain, Partially cloudy"
"45.5898, -122.5951",06/20/2020 13:00:00,62.1,62.1,62.1,,,0.02,0,0,7.9,119,,3.2,73,89.46,"Rain, Partially cloudy"
"45.5898, -122.5951",06/20/2020 14:00:00,64.1,64.1,64.1,,,0,0,0,6.8,100,,9.9,60.9,83.22,Partially cloudy
"45.5898, -122.5951",06/20/2020 15:00:00,66,66,66,,,0,0,0,9.1,178,,9.9,70,81.43,Partially cloudy
"45.5898, -122.5951",06/20/2020 16:00:00,68,68,68,,,0,0,0,4.8,197,,9.9,88.3,72.86,Overcast
"45.5898, -122.5951",06/20/2020 17:00:00,68.1,68.1,68.1,,,0,0,0,10,80,,9.9,87.7,75.69,Overcast
"45.5898, -122.5951",06/20/2020 18:00:00,68,68,68,,,0,0,0,10,89,,9.8,69.7,75.9,Partially cloudy
"45.5898, -122.5951",06/20/2020 19:00:00,66.9,66.9,66.9,,,0.14,0,0,0,1,,9.9,69.1,84.09,"Rain, Partially cloudy"
"45.5898, -122.5951",06/20/2020 20:00:00,68.1,68.1,68.1,,,0,0,0,0,358,,9.9,69.1,83.46,Partially cloudy
"45.5898, -122.5951",06/20/2020 21:00:00,68,68,68,,,0,0,0,6.7,290,,9.9,57.1,78.26,Partially cloudy
"45.5898, -122.5951",06/20/2020 22:00:00,65.9,65.9,65.9,,,0,0,0,7.9,271,,9.9,56.1,78.2,Partially cloudy
"45.5898, -122.5951",06/20/2020 23:00:00,65,65,65,,,0,0,0,4.6,300,,9.9,69.6,80.63,Partially cloudy
"45.5898, -122.5951",06/21/2020 00:00:00,63,63,63,,,0,0,0,3.4,330,,9.9,74.7,83.05,Partially cloudy
"45.5898, -122.5951",06/21/2020 01:00:00,62.1,62.1,62.1,,,0,0,0,2.3,327,,9.9,92.9,83.02,Overcast
"45.5898, -122.5951",06/21/2020 02:00:00,62.1,62.1,62.1,,,0,0,0,5.7,301,,9.9,99.8,80.3,Overcast
"45.5898, -122.5951",06/21/2020 03:00:00,61.1,61.1,61.1,,,0,0,0,4.6,300,,9.9,93.7,83.16,Overcast
"45.5898, -122.5951",06/21/2020 04:00:00,61.1,61.1,61.1,,,0,0,0,4.5,311,,9.9,99.8,83.17,Overcast
"45.5898, -122.5951",06/21/2020 05:00:00,61.1,61.1,61.1,,,0,0,0,3.2,291,,9.9,100,80.64,Overcast
"45.5898, -122.5951",06/21/2020 06:00:00,61.1,61.1,61.1,,,0,0,0,0,0,,9.9,99,83.32,Overcast
"45.5898, -122.5951",06/21/2020 07:00:00,61.1,61.1,61.1,,,0,0,0,0,0,,9.9,57.4,80.4,Partially cloudy
"45.5898, -122.5951",06/21/2020 08:00:00,62.1,62.1,62.1,,,0,0,0,0.1,357,,9.9,73.2,77.72,Partially cloudy
"45.5898, -122.5951",06/21/2020 09:00:00,63,63,63,,,0,0,0,0,0,,9.9,68.5,72.21,Partially cloudy
"45.5898, -122.5951",06/21/2020 10:00:00,64.1,64.1,64.1,,,0,0,0,0,359,,9.9,57.4,69.64,Partially cloudy
"45.5898, -122.5951",06/21/2020 11:00:00,66.9,66.9,66.9,,,0,0,0,3.5,250,,9.9,57.6,63.19,Partially cloudy
"45.5898, -122.5951",06/21/2020 12:00:00,69.1,69.1,69.1,,,0,0,0,3.4,300,,9.9,57.6,56.42,Partially cloudy
"45.5898, -122.5951",06/21/2020 13:00:00,70.1,70.1,70.1,,,0,0,0,8,310,,9.9,56.6,52.9,Partially cloudy
"45.5898, -122.5951",06/21/2020 14:00:00,71.1,71.1,71.1,,,0,0,0,3.2,282,,9.9,57.6,49.54,Partially cloudy
"45.5898, -122.5951",06/21/2020 15:00:00,73.1,73.1,73.1,,,0,0,0,4.7,307,,9.9,50,42.49,Partially cloudy
"45.5898, -122.5951",06/21/2020 16:00:00,74,74,74,,,0,0,0,4.8,281,,9.9,49.7,39.78,Partially cloudy
"45.5898, -122.5951",06/21/2020 17:00:00,74.9,74.9,74.9,,,0,0,0,5.8,7,,9.9,26.1,44.68,Partially cloudy
"45.5898, -122.5951",06/21/2020 18:00:00,74.9,74.9,74.9,,,0,0,0,10.2,301,,9.9,26.2,46.41,Partially cloudy
"45.5898, -122.5951",06/21/2020 19:00:00,73.1,73.1,73.1,,,0,0,0,9.1,331,,9.9,26.2,47.54,Partially cloudy
"45.5898, -122.5951",06/21/2020 20:00:00,70.1,70.1,70.1,,,0,0,0,10.4,330,,9.9,26.1,52.57,Partially cloudy
"45.5898, -122.5951",06/21/2020 21:00:00,66.9,66.9,66.9,,,0,0,0,11.2,321,,9.9,26.1,58.72,Partially cloudy
"45.5898, -122.5951",06/21/2020 22:00:00,64.2,64.2,64.2,,,0,0,0,9.1,319,,9.9,26.1,64.53,Partially cloudy
"45.5898, -122.5951",06/21/2020 23:00:00,63,63,63,,,0,0,0,9,320,,9.9,26.1,65.23,Partially cloudy
"45.5898, -122.5951",06/22/2020 00:00:00,61.1,61.1,61.1,,,0,0,0,7.9,320,,9.9,0,69.51,Clear
"45.5898, -122.5951",06/22/2020 01:00:00,59,59,59,,,0,0,0,7.9,320,,9.9,0,71.67,Clear
"45.5898, -122.5951",06/22/2020 02:00:00,57.9,57.9,57.9,,,0,0,0,6.8,320,,9.9,0,74.72,Clear
"45.5898, -122.5951",06/22/2020 03:00:00,57,57,57,,,0,0,0,4.6,310,,9.9,0,74.08,Clear
"45.5898, -122.5951",06/22/2020 04:00:00,56.1,56.1,56.1,,,0,0,0,3.3,320,,9.9,0,76.43,Clear
"45.5898, -122.5951",06/22/2020 05:00:00,55.2,55.2,55.2,,,0,0,0,4.5,331,,9.9,0,78.99,Clear
"45.5898, -122.5951",06/22/2020 06:00:00,55,55,55,,,0,0,0,0,0,,9.9,0,79.36,Clear
"45.5898, -122.5951",06/22/2020 07:00:00,56.1,56.1,56.1,,,0,0,0,6.9,329,,9.9,0,76.43,Clear
"45.5898, -122.5951",06/22/2020 08:00:00,57.9,57.9,57.9,,,0,0,0,5.8,319,,9.9,0,74.72,Clear
"45.5898, -122.5951",06/22/2020 09:00:00,61.1,61.1,61.1,,,0,0,0,4.7,330,,9.9,26.1,69.75,Partially cloudy
"45.5898, -122.5951",06/22/2020 10:00:00,64.2,64.2,64.2,,,0,0,0,0.3,354,,9.9,0,64.77,Clear
"45.5898, -122.5951",06/22/2020 11:00:00,66.8,66.8,66.8,,,0,0,0,5.9,259,,9.9,0,61.18,Clear
"45.5898, -122.5951",06/22/2020 12:00:00,70.1,70.1,70.1,,,0,0,0,6.9,279,,9.9,0,52.86,Clear
"45.5898, -122.5951",06/22/2020 13:00:00,74.1,74.1,74.1,,,0,0,0,8,280,,9.9,0,42.78,Clear
"45.5898, -122.5951",06/22/2020 14:00:00,78.2,78.2,78.2,,,0,0,0,8.1,309,,9.9,0,34.54,Clear
"45.5898, -122.5951",06/22/2020 15:00:00,82.1,82.1,82.1,,80.5,0,0,0,4.8,339,,9.9,26.1,29.45,Partially cloudy
"45.5898, -122.5951",06/22/2020 16:00:00,83.9,83.9,83.9,,82,0,0,0,10.1,301,,9.9,0,31,Clear
"45.5898, -122.5951",06/22/2020 17:00:00,84.8,84.8,84.8,,82.9,0,0,0,11.2,301,,9.9,0,31.4,Clear
"45.5898, -122.5951",06/22/2020 18:00:00,84.9,84.9,84.9,,83.4,0,0,0,9.2,310,,9.9,0,34.65,Clear
"45.5898, -122.5951",06/22/2020 19:00:00,84,84,84,,82.6,0,0,0,8.2,329,18.3,9.9,26.1,35.69,Partially cloudy
"45.5898, -122.5951",06/22/2020 20:00:00,82.2,82.2,82.2,,81.2,0,0,0,9.1,329,17.2,9.9,26.1,36.61,Partially cloudy
"45.5898, -122.5951",06/22/2020 21:00:00,78.3,78.3,78.3,,,0,0,0,9.1,329,,9.9,26.1,40.14,Partially cloudy
"45.5898, -122.5951",06/22/2020 22:00:00,75.9,75.9,75.9,,,0,0,0,7.9,301,,9.9,26.1,46.56,Partially cloudy
"45.5898, -122.5951",06/22/2020 23:00:00,73.2,73.2,73.2,,,0,0,0,6.8,281,,9.9,26.1,58.52,Partially cloudy
"45.5898, -122.5951",06/23/2020 00:00:00,70.2,70.2,70.2,,,0,0,0,0.3,357,,9.9,0,62.57,Clear
"45.5898, -122.5951",06/23/2020 01:00:00,71.1,71.1,71.1,,,0,0,0,5.9,292,,9.9,0,54.59,Clear
"45.5898, -122.5951",06/23/2020 02:00:00,68.1,68.1,68.1,,,0,0,0,9,310,,9.9,0,63.16,Clear
"45.5898, -122.5951",06/23/2020 03:00:00,66.8,66.8,66.8,,,0,0,0,0,1,,9.9,0,66.04,Clear
"45.5898, -122.5951",06/23/2020 04:00:00,64.1,64.1,64.1,,,0,0,0,0,1,,9.9,26.1,74.39,Partially cloudy
"45.5898, -122.5951",06/23/2020 05:00:00,64.1,64.1,64.1,,,0,0,0,5.5,311,,9.9,26.1,66.88,Partially cloudy
"45.5898, -122.5951",06/23/2020 06:00:00,62.9,62.9,62.9,,,0,0,0,0,1,,9.9,26.1,72.05,Partially cloudy
"45.5898, -122.5951",06/23/2020 07:00:00,65,65,65,,,0,0,0,5.5,321,,8.8,26.1,65.01,Partially cloudy
"45.5898, -122.5951",06/23/2020 08:00:00,66.9,66.9,66.9,,,0,0,0,3.3,310,,9.9,26.1,58.98,Partially cloudy
"45.5898, -122.5951",06/23/2020 09:00:00,70.1,70.1,70.1,,,0,0,0,5.8,291,,9.9,26.1,54.65,Partially cloudy
"45.5898, -122.5951",06/23/2020 10:00:00,74.1,74.1,74.1,,,0,0,0,5.7,299,,9.9,26.1,49.48,Partially cloudy
"45.5898, -122.5951",06/23/2020 11:00:00,77,77,77,,,0,0,0,6.9,300,,9.9,26.1,44.86,Partially cloudy
"45.5898, -122.5951",06/23/2020 12:00:00,80.1,80.1,80.1,,80.2,0,0,0,7.9,280,,9.9,26.1,42.37,Partially cloudy
"45.5898, -122.5951",06/23/2020 13:00:00,84,84,84,,83,0,0,0,11.2,281,,9.9,47.7,38.62,Partially cloudy
"45.5898, -122.5951",06/23/2020 14:00:00,88.1,88.1,88.1,,87.1,0,0,0,9.2,290,,9.9,35,36.15,Partially cloudy
"45.5898, -122.5951",06/23/2020 15:00:00,91.1,91.1,91.1,,88.7,0,0,0,8.1,330,17.2,9.9,35,27.59,Partially cloudy
"45.5898, -122.5951",06/23/2020 16:00:00,91.2,91.2,91.2,,89.8,0,0,0,12.6,331,20.8,9.9,52.9,31.69,Partially cloudy
"45.5898, -122.5951",06/23/2020 17:00:00,91.2,91.2,91.2,,90.1,0,0,0,7,340,21.9,9.9,52.9,32.64,Partially cloudy
"45.5898, -122.5951",06/23/2020 18:00:00,89.1,89.1,89.1,,88.8,0,0,0,7.1,330,,9.9,52.9,37.91,Partially cloudy
"45.5898, -122.5951",06/23/2020 19:00:00,89.1,89.1,89.1,,89.2,0,0,0,11.4,310,18.3,9.9,35,39.12,Partially cloudy
"45.5898, -122.5951",06/23/2020 20:00:00,83.1,83.1,83.1,,83.5,0,0,0,12.6,320,,9.9,26.1,47.41,Partially cloudy
"45.5898, -122.5951",06/23/2020 21:00:00,79.2,79.2,79.2,,,0,0,0,10.2,300,,9.9,35,52.17,Partially cloudy
"45.5898, -122.5951",06/23/2020 22:00:00,77,77,77,,,0,0,0,6.9,300,,9.9,52.9,51.48,Partially cloudy
"45.5898, -122.5951",06/23/2020 23:00:00,75,75,75,,,0,0,0,5.7,301,,9.9,0,55.01,Clear
"45.5898, -122.5951",06/24/2020 00:00:00,73.2,73.2,73.2,,,0,0,0,4.7,331,,9.9,84.8,61.01,Overcast
"45.5898, -122.5951",06/24/2020 01:00:00,73.2,73.2,73.2,,,0,0,0,4.6,330,,9.9,84.8,61.02,Overcast
"45.5898, -122.5951",06/24/2020 02:00:00,71.1,71.1,71.1,,,0,0,0,0.1,358,,9.9,65.6,65.46,Partially cloudy
"45.5898, -122.5951",06/24/2020 03:00:00,69.1,69.1,69.1,,,0,0,0,3.2,360,,9.9,47.7,67.11,Partially cloudy
"45.5898, -122.5951",06/24/2020 04:00:00,65.1,65.1,65.1,,,0,0,0,6.8,309,,9.9,26.1,74.65,Partially cloudy
"45.5898, -122.5951",06/24/2020 05:00:00,64.1,64.1,64.1,,,0,0,0,4.5,291,,9.9,53.3,77.19,Partially cloudy
"45.5898, -122.5951",06/24/2020 06:00:00,62.1,62.1,62.1,,,0,0,0,4.7,292,,9.9,35.6,82.69,Partially cloudy
"45.5898, -122.5951",06/24/2020 07:00:00,63,63,63,,,0,0,0,5.8,358,,9.9,52.9,75.28,Partially cloudy
"45.5898, -122.5951",06/24/2020 08:00:00,64.1,64.1,64.1,,,0,0,0,0,0,,9.9,52.9,72.28,Partially cloudy
"45.5898, -122.5951",06/24/2020 09:00:00,66.8,66.8,66.8,,,0,0,0,3.4,296,,9.9,52.9,68.21,Partially cloudy
"45.5898, -122.5951",06/24/2020 10:00:00,67.9,67.9,67.9,,,0,0,0,0,359,,9.9,52.9,65.57,Partially cloudy
"45.5898, -122.5951",06/24/2020 11:00:00,70,70,70,,,0,0,0,0.2,350,,9.9,54,61.24,Partially cloudy
"45.5898, -122.5951",06/24/2020 12:00:00,73.1,73.1,73.1,,,0,0,0,4.7,320,,9.9,56.7,56.8,Partially cloudy
"45.5898, -122.5951",06/24/2020 13:00:00,73.1,73.1,73.1,,,0,0,0,10.2,291,,9.9,89.2,61.09,Overcast
"45.5898, -122.5951",06/24/2020 14:00:00,74,74,74,,,0,0,0,6.9,320,,9.9,90.5,59.55,Overcast
"45.5898, -122.5951",06/24/2020 15:00:00,75.8,75.8,75.8,,,0,0,0,3.5,330,,9.9,90.1,56.03,Overcast
"45.5898, -122.5951",06/24/2020 16:00:00,77.1,77.1,77.1,,,0,0,0,9.1,289,,9.9,90,53.84,Overcast
"45.5898, -122.5951",06/24/2020 17:00:00,78.1,78.1,78.1,,,0,0,0,10.1,291,,9.9,85.8,54.07,Overcast
"45.5898, -122.5951",06/24/2020 18:00:00,78.2,78.2,78.2,,,0,0,0,10.2,290,,9.9,87,54.06,Overcast
"45.5898, -122.5951",06/24/2020 19:00:00,78.2,78.2,78.2,,,0,0,0,10.2,300,,9.9,47.5,51.85,Partially cloudy
"45.5898, -122.5951",06/24/2020 20:00:00,74.1,74.1,74.1,,,0,0,0,14.7,320,,9.9,28.5,55.01,Partially cloudy
"45.5898, -122.5951",06/24/2020 21:00:00,70.1,70.1,70.1,,,0,0,0,13.7,320,,9.9,28.5,62.79,Partially cloudy
"45.5898, -122.5951",06/24/2020 22:00:00,66,66,66,,,0,0,0,13.7,310,,9.9,28.5,67.88,Partially cloudy
"45.5898, -122.5951",06/24/2020 23:00:00,62.9,62.9,62.9,,,0,0,0,9,330,,9.9,0,77.85,Clear
"45.5898, -122.5951",06/25/2020 00:00:00,62.1,62.1,62.1,,,0,0,0,10.2,320,,9.9,0,74.66,Clear
"45.5898, -122.5951",06/25/2020 01:00:00,60.2,60.2,60.2,,,0,0,0,8.1,329,,9.9,0.2,79.6,Clear
"45.5898, -122.5951",06/25/2020 02:00:00,60.2,60.2,60.2,,,0,0,0,6,338,,9.9,26.7,79.6,Partially cloudy
"45.5898, -122.5951",06/25/2020 03:00:00,60.2,60.2,60.2,,,0,0,0,10.2,310,,9.9,89,77.16,Overcast
"45.5898, -122.5951",06/25/2020 04:00:00,60.2,60.2,60.2,,,0,0,0,8,330,,9.9,89,79.72,Overcast
"45.5898, -122.5951",06/25/2020 05:00:00,60.2,60.2,60.2,,,0,0,0,5.8,321,,9.9,93.7,79.72,Overcast
"45.5898, -122.5951",06/25/2020 06:00:00,60.2,60.2,60.2,,,0,0,0,7.9,321,,9.9,100,79.7,Overcast
"45.5898, -122.5951",06/25/2020 07:00:00,60.2,60.2,60.2,,,0,0,0,3.4,323,,9.9,99.8,79.84,Overcast
"45.5898, -122.5951",06/25/2020 08:00:00,61.1,61.1,61.1,,,0,0,0,5.8,330,,9.9,99.8,80.54,Overcast
"45.5898, -122.5951",06/25/2020 09:00:00,61.1,61.1,61.1,,,0,0,0,4.7,330,,9.9,100,80.39,Overcast
"45.5898, -122.5951",06/25/2020 10:00:00,63,63,63,,,0,0,0,5.8,330,,9.9,100,75.29,Overcast
"45.5898, -122.5951",06/25/2020 11:00:00,65,65,65,,,0,0,0,4.8,320,,9.9,100,70.18,Overcast
"45.5898, -122.5951",06/25/2020 12:00:00,68,68,68,,,0,0,0,9.2,281,,9.9,26.4,65.44,Partially cloudy
"45.5898, -122.5951",06/25/2020 13:00:00,71,71,71,,,0,0,0,4.8,230,,9.9,48,59.2,Partially cloudy
"45.5898, -122.5951",06/25/2020 14:00:00,75,75,75,,,0,0,0,10.2,282,,9.9,35,55.07,Partially cloudy
