Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"45.5898, -122.5951",06/09/2020 01:00:00,54,54,54,,,0.03,0,0,5.7,144,,6.8,73.6,86.39,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 02:00:00,53.1,53.1,53.1,,,0.08,0,0,6.6,127,,6.8,93.7,89.11,"Rain, Overcast"
"45.5898, -122.5951",06/09/2020 03:00:00,52.1,52.1,52.1,,,0.16,0,0,6.9,141,,6.7,73.1,85.7,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 04:00:00,52.1,52.1,52.1,,,0.09,0,0,11.1,169,,8,60.6,85.74,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 05:00:00,52.1,52.1,52.1,,,0.01,0,0,6.9,150,,9.9,74.5,88.29,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 06:00:00,53.1,53.1,53.1,,,0,0,0,7.9,119,,9.9,62.1,85.49,Partially cloudy
"45.5898, -122.5951",06/09/2020 07:00:00,53.1,53.1,53.1,,,0,0,0,6.8,139,,8.1,62.1,88.98,Partially cloudy
"45.5898, -122.5951",06/09/2020 08:00:00,55.1,55.1,55.1,,,0.03,0,0,6.8,169,,9.9,61.8,82.68,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 09:00:00,56,56,56,,,0.04,0,0,9.1,179,,9.9,62.1,83.44,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 10:00:00,56.1,56.1,56.1,,,0,0,0,7.9,130,,9.9,74.5,86.16,Partially cloudy
"45.5898, -122.5951",06/09/2020 11:00:00,57.8,57.8,57.8,,,0,0,0,10,190,,9.9,60.6,80.88,Partially cloudy
"45.5898, -122.5951",06/09/2020 12:00:00,59,59,59,,,0,0,0,7.9,169,,9.7,60.4,80.47,Partially cloudy
"45.5898, -122.5951",06/09/2020 13:00:00,59,59,59,,,0.02,0,0,7.9,179,,8.7,60.4,83.03,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 14:00:00,61.1,61.1,61.1,,,0,0,0,10,190,,9.9,73.6,80.59,Partially cloudy
"45.5898, -122.5951",06/09/2020 15:00:00,62,62,62,,,0.01,0,0,12.3,209,,9.9,73.8,80.54,"Rain, Partially cloudy"
"45.5898, -122.5951",06/09/2020 16:00:00,65,65,65,,,0,0,0,15.6,199,23,9.9,69.8,75,Partially cloudy
"45.5898, -122.5951",06/09/2020 17:00:00,65.9,65.9,65.9,,,0,0,0,12.4,180,,9.9,73.2,72.69,Partially cloudy
"45.5898, -122.5951",06/09/2020 18:00:00,63,63,63,,,0,0,0,7.9,170,,8.8,60.2,86.37,Partially cloudy
"45.5898, -122.5951",06/09/2020 19:00:00,65,65,65,,,0,0,0,10.1,190,,9.9,61.1,77.56,Partially cloudy
"45.5898, -122.5951",06/09/2020 20:00:00,65,65,65,,,0,0,0,7.7,203,,9.9,61.8,74.93,Partially cloudy
"45.5898, -122.5951",06/09/2020 21:00:00,62.1,62.1,62.1,,,0.01,0,0,5.5,272,,6.9,100,89.45,"Rain, Overcast"
"45.5898, -122.5951",06/09/2020 22:00:00,62.1,62.1,62.1,,,0,0,0,0,0,,9.9,93.4,85.97,Overcast
"45.5898, -122.5951",06/09/2020 23:00:00,62.1,62.1,62.1,,,0,0,0,3.2,98,,8.8,61.6,89.44,Partially cloudy
"45.5898, -122.5951",06/10/2020 00:00:00,62.1,62.1,62.1,,,0,0,0,3.2,137,,9.9,92.4,86.01,Overcast
"45.5898, -122.5951",06/10/2020 01:00:00,61.1,61.1,61.1,,,0,0,0,4.6,81,,9.9,60.6,88.82,Partially cloudy
"45.5898, -122.5951",06/10/2020 02:00:00,61.1,61.1,61.1,,,0,0,0,4.6,99,,8.8,60.5,88.82,Partially cloudy
"45.5898, -122.5951",06/10/2020 03:00:00,60.2,60.2,60.2,,,0,0,0,4.6,111,,9.9,93.4,91.7,Overcast
"45.5898, -122.5951",06/10/2020 04:00:00,61.1,61.1,61.1,,,0,0,0,6.8,120,,9.9,61.8,88.97,Partially cloudy
"45.5898, -122.5951",06/10/2020 05:00:00,60.2,60.2,60.2,,,0,0,0,7.9,101,,9.9,93.9,91.72,Overcast
"45.5898, -122.5951",06/10/2020 06:00:00,60.2,60.2,60.2,,,0,0,0,6.9,100,,9.9,69.9,91.72,Partially cloudy
"45.5898, -122.5951",06/10/2020 07:00:00,61.1,61.1,61.1,,,0,0,0,8,111,,9.9,57.5,88.95,Partially cloudy
"45.5898, -122.5951",06/10/2020 08:00:00,62.1,62.1,62.1,,,0,0,0,11.3,110,,9.9,74.4,89.5,Partially cloudy
"45.5898, -122.5951",06/10/2020 09:00:00,63,63,63,,,0,0,0,4.8,129,,9.9,89.2,86.68,Overcast
"45.5898, -122.5951",06/10/2020 10:00:00,64.2,64.2,64.2,,,0,0,0,5.9,72,,9.9,69.2,83.1,Partially cloudy
"45.5898, -122.5951",06/10/2020 11:00:00,65.1,65.1,65.1,,,0,0,0,8,91,,9.9,89,83.76,Overcast
"45.5898, -122.5951",06/10/2020 12:00:00,68,68,68,,,0,0,0,11.3,91,,9.9,68.6,78.28,Partially cloudy
"45.5898, -122.5951",06/10/2020 13:00:00,72,72,72,,,0,0,0,12.4,91,,9.9,68.4,72.98,Partially cloudy
"45.5898, -122.5951",06/10/2020 14:00:00,74,74,74,,,0,0,0,11.2,261,,9.9,69.6,55.16,Partially cloudy
"45.5898, -122.5951",06/10/2020 15:00:00,76.9,76.9,76.9,,,0,0,0,9.9,184,19.7,9.9,67.8,47.01,Partially cloudy
"45.5898, -122.5951",06/10/2020 16:00:00,78.1,78.1,78.1,,,0,0,0,11.1,250,17.2,9.9,87.8,43.31,Overcast
"45.5898, -122.5951",06/10/2020 17:00:00,78.1,78.1,78.1,,,0,0,0,4.5,0,,9.9,65.6,39.16,Partially cloudy
"45.5898, -122.5951",06/10/2020 18:00:00,78.1,78.1,78.1,,,0,0,0,5.8,250,,9.9,88.3,37.43,Overcast
"45.5898, -122.5951",06/10/2020 19:00:00,78.1,78.1,78.1,,,0,0,0,8.9,270,,9.9,52.9,39.07,Partially cloudy
"45.5898, -122.5951",06/10/2020 20:00:00,73.1,73.1,73.1,,,0,0,0,14.7,279,,9.9,66.7,51.04,Partially cloudy
"45.5898, -122.5951",06/10/2020 21:00:00,70,70,70,,,0,0,0,8,290,,9.9,65.7,56.63,Partially cloudy
"45.5898, -122.5951",06/10/2020 22:00:00,68,68,68,,,0,0,0,0.3,360,,9.9,89.5,60.8,Overcast
"45.5898, -122.5951",06/10/2020 23:00:00,65,65,65,,,0,0,0,4.7,330,,9.9,93.9,72.34,Overcast
"45.5898, -122.5951",06/11/2020 00:00:00,64.1,64.1,64.1,,,0,0,0,3.4,360,,9.9,100,69.35,Overcast
"45.5898, -122.5951",06/11/2020 01:00:00,62.1,62.1,62.1,,,0,0,0,3.4,320,,9.9,92.5,74.33,Overcast
"45.5898, -122.5951",06/11/2020 02:00:00,62.1,62.1,62.1,,,0,0,0,4.7,282,,9.9,100,69.64,Overcast
"45.5898, -122.5951",06/11/2020 03:00:00,61.1,61.1,61.1,,,0,0,0,5.8,291,,9.9,99.8,74.74,Overcast
"45.5898, -122.5951",06/11/2020 04:00:00,60.2,60.2,60.2,,,0,0,0,0.1,356,,9.9,60.4,77.1,Partially cloudy
"45.5898, -122.5951",06/11/2020 05:00:00,60.2,60.2,60.2,,,0,0,0,0.2,354,,9.9,93.4,77.24,Overcast
"45.5898, -122.5951",06/11/2020 06:00:00,60.2,60.2,60.2,,,0,0,0,5.8,301,,9.9,61.6,79.82,Partially cloudy
"45.5898, -122.5951",06/11/2020 07:00:00,60.2,60.2,60.2,,,0,0,0,3.4,310,,9.9,57.2,79.7,Partially cloudy
"45.5898, -122.5951",06/11/2020 08:00:00,61.1,61.1,61.1,,,0,0,0,3.3,50,,9.9,60.4,77.21,Partially cloudy
"45.5898, -122.5951",06/11/2020 09:00:00,62,62,62,,,0,0,0,3.2,0,,9.9,61.7,74.76,Partially cloudy
"45.5898, -122.5951",06/11/2020 10:00:00,62.1,62.1,62.1,,,0,0,0,4.5,39,,9.9,57.6,74.62,Partially cloudy
"45.5898, -122.5951",06/11/2020 11:00:00,64.2,64.2,64.2,,,0,0,0,3.4,80,,9.9,57.2,74.59,Partially cloudy
"45.5898, -122.5951",06/11/2020 12:00:00,69.1,69.1,69.1,,,0,0,0,4.6,77,,9.9,53.5,56.72,Partially cloudy
"45.5898, -122.5951",06/11/2020 13:00:00,69.2,69.2,69.2,,,0,0,0,3.5,336,,9.9,54.4,52.77,Partially cloudy
"45.5898, -122.5951",06/11/2020 14:00:00,71,71,71,,,0,0,0,6.9,269,,9.9,53.6,47.48,Partially cloudy
"45.5898, -122.5951",06/11/2020 15:00:00,72,72,72,,,0,0,0,8,318,,9.9,53.3,47.86,Partially cloudy
"45.5898, -122.5951",06/11/2020 16:00:00,74,74,74,,,0,0,0,3.4,320,,9.9,52.9,44.71,Partially cloudy
"45.5898, -122.5951",06/11/2020 17:00:00,74,74,74,,,0,0,0,6.8,290,,9.9,52.9,41.13,Partially cloudy
"45.5898, -122.5951",06/11/2020 18:00:00,73.2,73.2,73.2,,,0,0,0,8,301,,9.9,56.5,45.92,Partially cloudy
"45.5898, -122.5951",06/11/2020 19:00:00,74,74,74,,,0,0,0,7.9,280,,9.9,55,44.66,Partially cloudy
"45.5898, -122.5951",06/11/2020 20:00:00,73.1,73.1,73.1,,,0,0,0,5.8,291,,9.9,52.9,47.54,Partially cloudy
"45.5898, -122.5951",06/11/2020 21:00:00,69.2,69.2,69.2,,,0,0,0,6.9,330,,9.9,52.9,52.62,Partially cloudy
"45.5898, -122.5951",06/11/2020 22:00:00,66,66,66,,,0.01,0,0,7.9,289,18.3,9.9,68.6,64.99,"Rain, Partially cloudy"
"45.5898, -122.5951",06/11/2020 23:00:00,64.2,64.2,64.2,,,0.02,0,0,0,0,,9.9,88.7,72.09,"Rain, Overcast"
"45.5898, -122.5951",06/12/2020 00:00:00,62.2,62.2,62.2,,,0,0,0,5.5,59,,9.9,56,82.6,Partially cloudy
"45.5898, -122.5951",06/12/2020 01:00:00,62.1,62.1,62.1,,,0,0,0,0.2,0,,9.9,88.9,74.39,Overcast
"45.5898, -122.5951",06/12/2020 02:00:00,60.2,60.2,60.2,,,0,0,0,6.9,311,,9.9,0.2,77.11,Clear
"45.5898, -122.5951",06/12/2020 03:00:00,59,59,59,,,0,0,0,3.3,311,,9.9,27.2,77.47,Partially cloudy
"45.5898, -122.5951",06/12/2020 04:00:00,57.9,57.9,57.9,,,0,0,0,3.4,320,,9.9,57.7,78.06,Partially cloudy
"45.5898, -122.5951",06/12/2020 05:00:00,57,57,57,,,0,0,0,5.8,320,,9.9,60.9,77.2,Partially cloudy
"45.5898, -122.5951",06/12/2020 06:00:00,57.9,57.9,57.9,,,0,0,0,4.7,291,,9.9,74.5,74.72,Partially cloudy
"45.5898, -122.5951",06/12/2020 07:00:00,57.9,57.9,57.9,,,0,0,0,9,311,,9.9,62.1,74.72,Partially cloudy
"45.5898, -122.5951",06/12/2020 08:00:00,59,59,59,,,0,0,0,6.9,281,,9.9,62.1,74.96,Partially cloudy
"45.5898, -122.5951",06/12/2020 09:00:00,60.2,60.2,60.2,,,0,0,0,4.8,300,,9.9,60.5,71.88,Partially cloudy
"45.5898, -122.5951",06/12/2020 10:00:00,61.1,61.1,61.1,,,0,0,0,3.5,320,,9.9,92.4,72.02,Overcast
"45.5898, -122.5951",06/12/2020 11:00:00,59,59,59,,,0,0,0,3.4,338,,9.6,74.4,77.89,Partially cloudy
"45.5898, -122.5951",06/12/2020 12:00:00,57.5,57.5,57.5,,,0.01,0,0,4.6,309,,4.7,60.3,87.93,"Rain, Partially cloudy"
"45.5898, -122.5951",06/12/2020 13:00:00,57,57,57,,,0,0,0,9,320,,6.9,60.7,83.26,Partially cloudy
"45.5898, -122.5951",06/12/2020 14:00:00,57.8,57.8,57.8,,,0,0,0,8,349,,9.9,60.6,78.15,Partially cloudy
"45.5898, -122.5951",06/12/2020 15:00:00,57,57,57,,,0,0,0,4.5,340,,9.9,61.9,74.19,Partially cloudy
"45.5898, -122.5951",06/12/2020 16:00:00,56.9,56.9,56.9,,,0.01,0,0,5.6,311,,9.9,62.1,74.06,"Rain, Partially cloudy"
"45.5898, -122.5951",06/12/2020 17:00:00,57,57,57,,,0.01,0,0,3.2,311,,9.9,62.1,74.07,"Rain, Partially cloudy"
"45.5898, -122.5951",06/12/2020 18:00:00,57.8,57.8,57.8,,,0.01,0,0,3.3,204,,9.9,56.1,69.53,"Rain, Partially cloudy"
"45.5898, -122.5951",06/12/2020 19:00:00,57.8,57.8,57.8,,,0,0,0,5.7,199,,9.9,57.4,74.91,Partially cloudy
"45.5898, -122.5951",06/12/2020 20:00:00,56.9,56.9,56.9,,,0,0,0,7.9,159,,9.9,60.9,83.45,Partially cloudy
"45.5898, -122.5951",06/12/2020 21:00:00,57,57,57,,,0,0,0,3.4,159,,9.9,62.1,80.74,Partially cloudy
"45.5898, -122.5951",06/12/2020 22:00:00,56.9,56.9,56.9,,,0,0,0,3.2,204,,9.9,56.6,80.84,Partially cloudy
"45.5898, -122.5951",06/12/2020 23:00:00,56.9,56.9,56.9,,,0,0,0,0,358,,9.9,60.6,83.64,Partially cloudy
"45.5898, -122.5951",06/13/2020 00:00:00,56,56,56,,,0,0,0,5.7,12,,9.9,61.8,80.16,Partially cloudy
"45.5898, -122.5951",06/13/2020 01:00:00,55.1,55.1,55.1,,,0,0,0,4.5,360,,9.9,74.5,82.63,Partially cloudy
"45.5898, -122.5951",06/13/2020 02:00:00,55.1,55.1,55.1,,,0,0,0,0,359,,9.9,93.9,82.66,Overcast
"45.5898, -122.5951",06/13/2020 03:00:00,55.1,55.1,55.1,,,0,0,0,3.2,330,,9.9,73.6,82.63,Partially cloudy
"45.5898, -122.5951",06/13/2020 04:00:00,54,54,54,,,0,0,0,3.2,262,,9.9,98.5,89.87,Overcast
"45.5898, -122.5951",06/13/2020 05:00:00,54,54,54,,,0,0,0,0,358,,9.9,99.5,89.6,Overcast
"45.5898, -122.5951",06/13/2020 06:00:00,53.1,53.1,53.1,,,0,0,0,3.4,230,,9.9,61.9,88.7,Partially cloudy
"45.5898, -122.5951",06/13/2020 07:00:00,54,54,54,,,0,0,0,4.7,198,,9.9,61.8,85.81,Partially cloudy
"45.5898, -122.5951",06/13/2020 08:00:00,53.1,53.1,53.1,,,0.01,0,0,5.6,213,,9.7,93.8,85.22,"Rain, Overcast"
"45.5898, -122.5951",06/13/2020 09:00:00,54,54,54,,,0.02,0,0,5.7,219,,9.8,74.5,86.19,"Rain, Partially cloudy"
"45.5898, -122.5951",06/13/2020 10:00:00,55.2,55.2,55.2,,,0,0,0,6.7,203,,9.9,60.9,82.5,Partially cloudy
"45.5898, -122.5951",06/13/2020 11:00:00,56.9,56.9,56.9,,,0,0,0,10,189,,9.9,60.9,80.56,Partially cloudy
"45.5898, -122.5951",06/13/2020 12:00:00,57.8,57.8,57.8,,,0,0,0,12.5,200,,9.9,61,74.83,Partially cloudy
"45.5898, -122.5951",06/13/2020 13:00:00,57.8,57.8,57.8,,,0,0,0,10.1,181,,9.9,60.4,74.77,Partially cloudy
"45.5898, -122.5951",06/13/2020 14:00:00,57,57,57,,,0.01,0,0,12.4,200,,9.9,60.9,80.49,"Rain, Partially cloudy"
"45.5898, -122.5951",06/13/2020 15:00:00,56.9,56.9,56.9,,,0.01,0,0,11.2,230,,8.4,74.2,77.54,"Rain, Partially cloudy"
"45.5898, -122.5951",06/13/2020 16:00:00,57.8,57.8,57.8,,,0.02,0,0,7.7,233,,9.9,69.8,80.81,"Rain, Partially cloudy"
"45.5898, -122.5951",06/13/2020 17:00:00,60.2,60.2,60.2,,,0,0,0,5.6,205,,9.9,68.3,71.92,Partially cloudy
"45.5898, -122.5951",06/13/2020 18:00:00,59,59,59,,,0,0,0,9.9,157,,9.7,69.1,77.41,Partially cloudy
"45.5898, -122.5951",06/13/2020 19:00:00,57,57,57,,,0.14,0,0,6,289,,6.7,68.7,83.34,"Rain, Partially cloudy"
"45.5898, -122.5951",06/13/2020 20:00:00,57.8,57.8,57.8,,,0.01,0,0,6.9,289,,9.9,37.2,78.4,"Rain, Partially cloudy"
"45.5898, -122.5951",06/13/2020 21:00:00,56.9,56.9,56.9,,,0,0,0,4.5,360,,9.9,68.6,83.71,Partially cloudy
"45.5898, -122.5951",06/13/2020 22:00:00,56.9,56.9,56.9,,,0,0,0,4.6,311,,9.9,88.2,77.24,Overcast
"45.5898, -122.5951",06/13/2020 23:00:00,55.9,55.9,55.9,,,0,0,0,0,0,,9.9,59.4,74.67,Partially cloudy
"45.5898, -122.5951",06/14/2020 00:00:00,53.9,53.9,53.9,,,0,0,0,0,0,,9.9,93.9,82.85,Overcast
"45.5898, -122.5951",06/14/2020 01:00:00,53.9,53.9,53.9,,,0,0,0,8.9,311,,9.8,98.3,77.59,Overcast
"45.5898, -122.5951",06/14/2020 02:00:00,51.1,51.1,51.1,,,0,0,0,0,0,,9.9,27.5,85.8,Partially cloudy
"45.5898, -122.5951",06/14/2020 03:00:00,52,52,52,,,0,0,0,0,0,,9.9,68,85.74,Partially cloudy
"45.5898, -122.5951",06/14/2020 04:00:00,51.1,51.1,51.1,,,0,0,0,3.2,78,,9.9,56.2,88.53,Partially cloudy
"45.5898, -122.5951",06/14/2020 05:00:00,51.1,51.1,51.1,,,0,0,0,0,0,,9.9,57.1,91.54,Partially cloudy
"45.5898, -122.5951",06/14/2020 06:00:00,52,52,52,,,0,0,0,0,1,,9.9,60.2,85.88,Partially cloudy
"45.5898, -122.5951",06/14/2020 07:00:00,52.1,52.1,52.1,,,0,0,0,4.5,176,,9.9,61.1,88.4,Partially cloudy
"45.5898, -122.5951",06/14/2020 08:00:00,54,54,54,,,0,0,0,3.2,176,,9.9,56.1,86.07,Partially cloudy
"45.5898, -122.5951",06/14/2020 09:00:00,55.2,55.2,55.2,,,0,0,0,4.7,210,,9.9,57.4,76.42,Partially cloudy
"45.5898, -122.5951",06/14/2020 10:00:00,59,59,59,,,0,0,0,4.5,322,,9.9,54.9,62.33,Partially cloudy
"45.5898, -122.5951",06/14/2020 11:00:00,59.1,59.1,59.1,,,0,0,0,3.3,0,,9.9,57.2,59.45,Partially cloudy
"45.5898, -122.5951",06/14/2020 12:00:00,61.1,61.1,61.1,,,0,0,0,3.3,71,,9.9,70.1,55.39,Partially cloudy
"45.5898, -122.5951",06/14/2020 13:00:00,62.1,62.1,62.1,,,0,0,0,8,210,,9.9,57.6,55.68,Partially cloudy
"45.5898, -122.5951",06/14/2020 14:00:00,64.2,64.2,64.2,,,0,0,0,3.4,220,,9.9,68.7,47.98,Partially cloudy
"45.5898, -122.5951",06/14/2020 15:00:00,65,65,65,,,0,0,0,5.6,203,18.3,9.9,69,43.42,Partially cloudy
"45.5898, -122.5951",06/14/2020 16:00:00,65.9,65.9,65.9,,,0,0,0,5.7,226,,9.9,70.3,41.95,Partially cloudy
"45.5898, -122.5951",06/14/2020 17:00:00,67.9,67.9,67.9,,,0,0,0,5.6,155,,9.9,57.3,39.13,Partially cloudy
"45.5898, -122.5951",06/14/2020 18:00:00,68,68,68,,,0,0,0,7.8,201,,9.9,88.5,39,Overcast
"45.5898, -122.5951",06/14/2020 19:00:00,66.8,66.8,66.8,,,0,0,0,4.6,199,,9.9,58.5,42.04,Partially cloudy
"45.5898, -122.5951",06/14/2020 20:00:00,66.8,66.8,66.8,,,0,0,0,5.5,176,,9.9,61.3,43.77,Partially cloudy
"45.5898, -122.5951",06/14/2020 21:00:00,65,65,65,,,0,0,0,4.5,127,,9.9,61.4,48.27,Partially cloudy
"45.5898, -122.5951",06/14/2020 22:00:00,64.1,64.1,64.1,,,0,0,0,6.9,120,,9.9,60.5,49.81,Partially cloudy
"45.5898, -122.5951",06/14/2020 23:00:00,61.1,61.1,61.1,,,0,0,0,6.9,111,,9.9,93.7,63.8,Overcast
"45.5898, -122.5951",06/15/2020 00:00:00,59,59,59,,,0,0,0,5.8,81,,9.9,100,80.12,Overcast
"45.5898, -122.5951",06/15/2020 01:00:00,57.9,57.9,57.9,,,0.01,0,0,5.6,98,,9.9,73.8,83.68,"Rain, Partially cloudy"
"45.5898, -122.5951",06/15/2020 02:00:00,57,57,57,,,0.02,0,0,4.6,112,,9.9,61,86.59,"Rain, Partially cloudy"
"45.5898, -122.5951",06/15/2020 03:00:00,57,57,57,,,0.02,0,0,6.4,149,,9.9,92.9,86.52,"Rain, Overcast"
"45.5898, -122.5951",06/15/2020 04:00:00,56.9,56.9,56.9,,,0.02,0,0,6.8,148,,9.8,61.1,83.79,"Rain, Partially cloudy"
"45.5898, -122.5951",06/15/2020 05:00:00,56,56,56,,,0.09,0,0,9,110,,9.7,61,89.75,"Rain, Partially cloudy"
"45.5898, -122.5951",06/15/2020 06:00:00,56,56,56,,,0.04,0,0,9,110,,9.9,62.1,89.76,"Rain, Partially cloudy"
"45.5898, -122.5951",06/15/2020 07:00:00,56.9,56.9,56.9,,,0,0,0,6.9,129,,9.9,62.1,89.66,Partially cloudy
"45.5898, -122.5951",06/15/2020 08:00:00,57.8,57.8,57.8,,,0,0,0,4.6,168,,9.9,62.1,90.38,Partially cloudy
"45.5898, -122.5951",06/15/2020 09:00:00,59,59,59,,,0,0,0,6.6,193,,9.9,60.6,89.52,Partially cloudy
"45.5898, -122.5951",06/15/2020 10:00:00,60.2,60.2,60.2,,,0,0,0,8.9,190,,9.9,74.4,85.79,Partially cloudy
"45.5898, -122.5951",06/15/2020 11:00:00,61.1,61.1,61.1,,,0,0,0,11.1,190,,9.9,74.3,80.52,Partially cloudy
"45.5898, -122.5951",06/15/2020 12:00:00,60.2,60.2,60.2,,,0,0,0,10,180,,9.6,74.3,83.17,Partially cloudy
"45.5898, -122.5951",06/15/2020 13:00:00,60.2,60.2,60.2,,,0.18,0,0,0.3,358,,9.9,73,85.87,"Rain, Partially cloudy"
"45.5898, -122.5951",06/15/2020 14:00:00,63,63,63,,,0,0,0,14.7,250,20.8,9.9,69,62.55,Partially cloudy
"45.5898, -122.5951",06/15/2020 15:00:00,63,63,63,,,0,0,0,10,269,,9.9,73,55.99,Partially cloudy
"45.5898, -122.5951",06/15/2020 16:00:00,63,63,63,,,0,0,0,11.3,289,,9.9,93.5,51.81,Overcast
"45.5898, -122.5951",06/15/2020 17:00:00,64.1,64.1,64.1,,,0,0,0,10.2,279,,9.9,89,51.9,Overcast
"45.5898, -122.5951",06/15/2020 18:00:00,63,63,63,,,0,0,0,12.5,240,,9.9,57.3,49.87,Partially cloudy
"45.5898, -122.5951",06/15/2020 19:00:00,62.9,62.9,62.9,,,0,0,0,12.5,260,,9.9,56.1,51.69,Partially cloudy
"45.5898, -122.5951",06/15/2020 20:00:00,61.1,61.1,61.1,,,0,0,0,9.2,279,,9.9,88.4,57.81,Overcast
"45.5898, -122.5951",06/15/2020 21:00:00,59,59,59,,,0,0,0,8,280,,9.9,56.3,59.54,Partially cloudy
"45.5898, -122.5951",06/15/2020 22:00:00,57.8,57.8,57.8,,,0,0,0,4.7,290,,9.9,57.4,62.19,Partially cloudy
"45.5898, -122.5951",06/15/2020 23:00:00,56.9,56.9,56.9,,,0,0,0,3.4,260,,9.9,93.4,67.09,Overcast
"45.5898, -122.5951",06/16/2020 00:00:00,56,56,56,,,0,0,0,5.5,223,,9.9,56.1,69.29,Partially cloudy
"45.5898, -122.5951",06/16/2020 01:00:00,56.1,56.1,56.1,,,0,0,0,0,2,,9.9,93.4,66.26,Overcast
"45.5898, -122.5951",06/16/2020 02:00:00,56.1,56.1,56.1,,,0,0,0,4.7,211,,9.9,93.7,71.44,Overcast
"45.5898, -122.5951",06/16/2020 03:00:00,54,54,54,,,0,0,0,9.8,214,,9.9,93.7,79.63,Overcast
"45.5898, -122.5951",06/16/2020 04:00:00,54,54,54,,,0.01,0,0,4.7,211,,9.8,62.1,82.46,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 05:00:00,53.1,53.1,53.1,,,0.06,0,0,3.3,148,,9.7,60.4,85.34,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 06:00:00,53.1,53.1,53.1,,,0.04,0,0,4.6,177,,9.8,60.5,89.1,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 07:00:00,53.1,53.1,53.1,,,0.02,0,0,4.7,140,,9.7,74.2,88.98,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 08:00:00,54,54,54,,,0.01,0,0,4.5,166,,9.8,61.8,90.03,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 09:00:00,55.1,55.1,55.1,,,0.01,0,0,6.8,180,,9.9,73.3,86.16,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 10:00:00,56.1,56.1,56.1,,,0,0,0,7.9,200,,9.9,69.2,83.31,Partially cloudy
"45.5898, -122.5951",06/16/2020 11:00:00,59,59,59,,,0,0,0,3.4,267,,9.9,37.8,74.96,Partially cloudy
"45.5898, -122.5951",06/16/2020 12:00:00,59.1,59.1,59.1,,,0,0,0,5.8,51,,9.9,48.3,75.04,Partially cloudy
"45.5898, -122.5951",06/16/2020 13:00:00,60.2,60.2,60.2,,,0,0,0,11.3,110,,9.9,55.8,74.39,Partially cloudy
"45.5898, -122.5951",06/16/2020 14:00:00,57.9,57.9,57.9,,,0,0,0,12.6,110,,9.9,55.7,80.8,Partially cloudy
"45.5898, -122.5951",06/16/2020 15:00:00,62.1,62.1,62.1,,,0,0,0,9.1,140,,9.9,38.9,72.11,Partially cloudy
"45.5898, -122.5951",06/16/2020 16:00:00,61.2,61.2,61.2,,,0,0,0,4.6,50,,9.9,68.5,66.47,Partially cloudy
"45.5898, -122.5951",06/16/2020 17:00:00,65,65,65,,,0,0,0,5.8,297,,9.9,35.4,48.37,Partially cloudy
"45.5898, -122.5951",06/16/2020 18:00:00,65.9,65.9,65.9,,,0,0,0,3.4,268,,9.9,54.6,46.97,Partially cloudy
"45.5898, -122.5951",06/16/2020 19:00:00,63,63,63,,,0,0,0,8.9,193,,9.9,57.2,64.82,Partially cloudy
"45.5898, -122.5951",06/16/2020 20:00:00,60.3,60.3,60.3,,,0.05,0,0,6.6,165,,9.9,57.3,76.93,"Rain, Partially cloudy"
"45.5898, -122.5951",06/16/2020 21:00:00,61.1,61.1,61.1,,,0,0,0,3.2,292,,9.9,37.4,74.6,Partially cloudy
"45.5898, -122.5951",06/16/2020 22:00:00,58.9,58.9,58.9,,,0,0,0,0,0,,9.9,56.7,83.27,Partially cloudy
"45.5898, -122.5951",06/16/2020 23:00:00,59,59,59,,,0,0,0,0,0,,9.9,92.3,83.14,Overcast
"45.5898, -122.5951",06/17/2020 00:00:00,57.9,57.9,57.9,,,0,0,0,4.7,331,,9.9,60.6,78.08,Partially cloudy
"45.5898, -122.5951",06/17/2020 01:00:00,57,57,57,,,0,0,0,3.3,330,,9.9,39.2,77.28,Partially cloudy
"45.5898, -122.5951",06/17/2020 02:00:00,56.9,56.9,56.9,,,0,0,0,3.2,330,,9.9,89.2,80.64,Overcast
"45.5898, -122.5951",06/17/2020 03:00:00,56,56,56,,,0,0,0,0,0,,9.9,50.3,79.87,Partially cloudy
"45.5898, -122.5951",06/17/2020 04:00:00,53,53,53,,,0,0,0,0,0,,9.9,27.2,82.67,Partially cloudy
"45.5898, -122.5951",06/17/2020 05:00:00,53,53,53,,,0,0,0,0,0,,9.9,26.7,85.38,Partially cloudy
